l_1	l_4
l_1	l_21
l_1	l_55
l_1	l_52
l_1	l_36
l_1	l_37
l_1	l_19
l_1	l_38
l_1	l_94
l_1	l_50
l_1	l_73
l_1	l_93
l_1	l_71
l_1	l_60
l_10	l_43
l_10	l_85
l_10	l_41
l_10	l_42
l_10	l_86
l_10	l_47
l_10	l_89
l_10	l_46
l_10	l_49
l_10	l_80
l_10	l_83
l_10	l_84
l_10	l_40
l_10	l_2
l_10	l_81
l_10	l_82
l_10	l_1
l_10	l_76
l_10	l_77
l_10	l_6
l_10	l_5
l_10	l_75
l_10	l_36
l_10	l_37
l_10	l_78
l_10	l_34
l_10	l_79
l_10	l_35
l_10	l_9
l_10	l_38
l_10	l_72
l_10	l_73
l_10	l_70
l_10	l_65
l_10	l_22
l_10	l_66
l_10	l_63
l_10	l_64
l_10	l_25
l_10	l_23
l_10	l_68
l_10	l_29
l_10	l_27
l_10	l_28
l_10	l_62
l_10	l_60
l_10	l_98
l_10	l_11
l_10	l_55
l_10	l_97
l_10	l_53
l_10	l_14
l_10	l_15
l_10	l_56
l_10	l_12
l_10	l_13
l_10	l_19
l_10	l_16
l_10	l_94
l_10	l_50
l_10	l_51
l_10	l_95
l_10	l_92
l_10	l_93
l_100	l_25
l_100	l_67
l_100	l_23
l_100	l_24
l_100	l_27
l_100	l_28
l_100	l_80
l_100	l_61
l_100	l_62
l_100	l_84
l_100	l_2
l_100	l_81
l_100	l_60
l_100	l_4
l_100	l_32
l_100	l_36
l_100	l_7
l_100	l_37
l_100	l_15
l_100	l_12
l_100	l_56
l_100	l_79
l_100	l_13
l_100	l_35
l_100	l_9
l_100	l_18
l_100	l_19
l_100	l_38
l_100	l_39
l_100	l_90
l_100	l_91
l_100	l_72
l_100	l_94
l_100	l_50
l_100	l_73
l_100	l_70
l_100	l_92
l_100	l_71
l_11	l_22
l_11	l_41
l_11	l_63
l_11	l_25
l_11	l_69
l_11	l_48
l_11	l_29
l_11	l_49
l_11	l_82
l_11	l_55
l_11	l_52
l_11	l_74
l_11	l_96
l_11	l_53
l_11	l_31
l_11	l_97
l_11	l_5
l_11	l_36
l_11	l_8
l_11	l_15
l_11	l_7
l_11	l_12
l_11	l_56
l_11	l_79
l_11	l_9
l_11	l_13
l_11	l_18
l_11	l_16
l_11	l_39
l_11	l_91
l_11	l_50
l_11	l_73
l_11	l_70
l_11	l_71
l_12	l_67
l_12	l_89
l_12	l_24
l_12	l_46
l_12	l_29
l_12	l_28
l_12	l_84
l_12	l_62
l_12	l_40
l_12	l_2
l_12	l_1
l_12	l_60
l_12	l_78
l_12	l_56
l_12	l_34
l_12	l_35
l_12	l_13
l_12	l_9
l_12	l_57
l_12	l_18
l_12	l_19
l_12	l_38
l_12	l_17
l_12	l_39
l_12	l_90
l_12	l_91
l_12	l_72
l_12	l_51
l_12	l_95
l_12	l_70
l_12	l_92
l_12	l_71
l_13	l_68
l_13	l_24
l_13	l_46
l_13	l_29
l_13	l_49
l_13	l_28
l_13	l_80
l_13	l_61
l_13	l_84
l_13	l_62
l_13	l_2
l_13	l_82
l_13	l_60
l_13	l_79
l_13	l_57
l_13	l_18
l_13	l_19
l_13	l_38
l_13	l_90
l_13	l_91
l_13	l_50
l_13	l_94
l_13	l_51
l_13	l_73
l_13	l_95
l_13	l_92
l_13	l_71
l_13	l_93
l_14	l_25
l_14	l_47
l_14	l_69
l_14	l_48
l_14	l_67
l_14	l_45
l_14	l_46
l_14	l_27
l_14	l_49
l_14	l_28
l_14	l_61
l_14	l_40
l_14	l_62
l_14	l_2
l_14	l_81
l_14	l_36
l_14	l_58
l_14	l_59
l_14	l_37
l_14	l_15
l_14	l_7
l_14	l_34
l_14	l_9
l_14	l_13
l_14	l_79
l_14	l_18
l_14	l_19
l_14	l_16
l_14	l_17
l_14	l_39
l_14	l_90
l_14	l_91
l_14	l_50
l_14	l_73
l_14	l_70
l_14	l_92
l_15	l_48
l_15	l_45
l_15	l_23
l_15	l_89
l_15	l_9
l_15	l_57
l_15	l_18
l_15	l_38
l_15	l_27
l_15	l_39
l_15	l_91
l_15	l_80
l_15	l_50
l_15	l_84
l_15	l_95
l_15	l_73
l_15	l_2
l_15	l_92
l_15	l_93
l_15	l_1
l_16	l_32
l_16	l_21
l_16	l_52
l_16	l_37
l_16	l_17
l_16	l_28
l_16	l_39
l_16	l_83
l_16	l_50
l_16	l_72
l_16	l_95
l_16	l_84
l_16	l_73
l_16	l_40
l_16	l_2
l_16	l_70
l_16	l_81
l_16	l_71
l_16	l_1
l_16	l_93
l_17	l_90
l_17	l_91
l_17	l_28
l_17	l_72
l_17	l_94
l_17	l_50
l_17	l_83
l_17	l_62
l_17	l_51
l_17	l_82
l_17	l_93
l_18	l_27
l_18	l_49
l_18	l_38
l_18	l_16
l_18	l_91
l_18	l_80
l_18	l_94
l_18	l_50
l_18	l_61
l_18	l_84
l_18	l_73
l_18	l_51
l_18	l_92
l_18	l_81
l_18	l_70
l_18	l_2
l_18	l_93
l_18	l_71
l_18	l_82
l_19	l_16
l_19	l_27
l_19	l_38
l_19	l_49
l_19	l_39
l_19	l_28
l_19	l_17
l_19	l_90
l_19	l_91
l_19	l_94
l_19	l_83
l_19	l_95
l_19	l_73
l_19	l_62
l_19	l_51
l_19	l_92
l_19	l_2
l_19	l_1
l_19	l_71
l_2	l_92
l_2	l_70
l_20	l_100
l_20	l_69
l_20	l_25
l_20	l_48
l_20	l_89
l_20	l_45
l_20	l_23
l_20	l_46
l_20	l_24
l_20	l_68
l_20	l_29
l_20	l_49
l_20	l_80
l_20	l_61
l_20	l_62
l_20	l_40
l_20	l_2
l_20	l_81
l_20	l_82
l_20	l_98
l_20	l_10
l_20	l_11
l_20	l_52
l_20	l_75
l_20	l_5
l_20	l_36
l_20	l_58
l_20	l_14
l_20	l_15
l_20	l_78
l_20	l_12
l_20	l_57
l_20	l_79
l_20	l_13
l_20	l_18
l_20	l_19
l_20	l_16
l_20	l_17
l_20	l_90
l_20	l_91
l_20	l_94
l_20	l_51
l_20	l_73
l_20	l_93
l_21	l_43
l_21	l_88
l_21	l_85
l_21	l_100
l_21	l_42
l_21	l_86
l_21	l_89
l_21	l_46
l_21	l_83
l_21	l_84
l_21	l_40
l_21	l_2
l_21	l_77
l_21	l_5
l_21	l_36
l_21	l_8
l_21	l_37
l_21	l_79
l_21	l_38
l_21	l_39
l_21	l_72
l_21	l_71
l_21	l_63
l_21	l_64
l_21	l_25
l_21	l_69
l_21	l_26
l_21	l_67
l_21	l_23
l_21	l_24
l_21	l_27
l_21	l_28
l_21	l_62
l_21	l_60
l_21	l_98
l_21	l_54
l_21	l_11
l_21	l_52
l_21	l_96
l_21	l_53
l_21	l_97
l_21	l_58
l_21	l_59
l_21	l_15
l_21	l_12
l_21	l_13
l_21	l_18
l_21	l_19
l_21	l_16
l_21	l_90
l_21	l_94
l_21	l_50
l_21	l_95
l_21	l_92
l_21	l_93
l_22	l_44
l_22	l_88
l_22	l_85
l_22	l_41
l_22	l_100
l_22	l_48
l_22	l_89
l_22	l_46
l_22	l_49
l_22	l_84
l_22	l_40
l_22	l_81
l_22	l_82
l_22	l_77
l_22	l_30
l_22	l_75
l_22	l_36
l_22	l_8
l_22	l_7
l_22	l_79
l_22	l_9
l_22	l_39
l_22	l_73
l_22	l_70
l_22	l_66
l_22	l_63
l_22	l_64
l_22	l_20
l_22	l_69
l_22	l_25
l_22	l_23
l_22	l_24
l_22	l_29
l_22	l_28
l_22	l_61
l_22	l_62
l_22	l_60
l_22	l_98
l_22	l_99
l_22	l_55
l_22	l_96
l_22	l_53
l_22	l_58
l_22	l_15
l_22	l_13
l_22	l_18
l_22	l_17
l_22	l_50
l_22	l_94
