1	90
1	92
1	93
1	71
1	50
1	94
1	74
1	75
1	97
1	76
1	10
1	54
1	98
1	100
1	2
1	7
1	81
1	82
1	60
1	61
1	85
1	41
1	20
1	64
1	87
10	14
10	58
10	3
10	39
10	7
10	83
10	85
10	20
10	98
10	87
10	65
100	3
100	4
100	90
100	81
100	92
100	9
100	60
100	71
100	61
100	83
100	95
100	40
100	84
100	75
100	76
100	98
11	88
11	45
11	48
11	50
11	96
11	53
11	97
11	10
11	55
11	99
11	12
11	56
11	13
11	15
11	16
11	17
11	19
11	1
11	3
11	4
11	6
11	7
11	8
11	9
11	60
11	61
11	62
11	63
11	64
11	20
11	21
11	24
11	69
11	27
11	29
11	70
11	71
11	72
11	76
11	32
11	77
11	78
11	34
11	79
11	37
11	80
11	82
11	83
11	84
11	40
11	42
11	87
11	43
12	49
12	90
12	91
12	92
12	94
12	51
12	96
12	53
12	10
12	56
12	13
12	59
12	17
12	19
12	1
12	2
12	3
12	4
12	5
12	7
12	9
12	61
12	62
12	63
12	64
12	21
12	65
12	23
12	24
12	25
12	69
12	26
12	28
12	29
12	74
12	75
12	76
12	78
12	34
12	79
12	37
12	38
12	39
12	100
12	81
12	82
12	83
12	84
12	41
12	42
12	43
13	46
13	68
13	25
13	26
13	49
13	29
13	92
13	93
13	72
13	52
13	53
13	97
13	76
13	32
13	98
13	10
13	79
13	35
13	58
13	36
13	37
13	15
13	38
13	39
13	18
13	62
13	84
13	41
13	64
13	86
13	43
14	69
14	47
14	26
14	49
14	28
14	70
14	92
14	71
14	72
14	94
14	51
14	73
14	96
14	74
14	31
14	76
14	54
14	98
14	36
14	59
14	37
14	15
14	38
14	16
14	39
14	18
14	19
14	3
14	4
14	5
14	7
14	8
14	81
14	60
14	82
14	61
14	83
14	40
14	62
14	41
14	20
14	86
14	64
14	42
14	43
15	45
15	46
15	26
15	29
15	90
15	70
15	92
15	93
15	72
15	50
15	73
15	30
15	52
15	53
15	54
15	76
15	98
15	59
15	38
15	17
15	18
15	2
15	4
15	5
15	6
15	8
15	80
15	81
15	82
15	62
15	40
15	84
15	85
15	63
15	86
15	64
15	87
15	21
16	27
16	49
16	91
16	70
16	92
16	94
16	50
16	95
16	74
16	53
16	75
16	76
16	98
16	10
16	39
16	18
16	19
16	1
16	2
16	4
16	6
16	8
16	81
16	9
16	82
16	60
16	83
16	40
16	41
16	63
16	42
16	43
16	21
17	28
17	91
17	70
17	93
17	71
17	95
17	73
17	74
17	31
17	75
17	97
17	32
17	10
17	98
17	76
17	39
17	5
17	7
17	80
17	81
17	60
17	82
17	61
17	41
17	85
17	42
17	20
17	65
17	87
18	45
18	46
18	91
18	92
18	71
18	50
18	94
18	73
18	30
18	97
18	75
18	32
18	98
18	76
18	10
18	19
18	1
18	3
18	4
18	5
18	6
18	7
18	8
18	40
18	62
18	84
18	41
18	64
18	42
18	20
18	87
18	43
18	65
19	3
19	5
19	7
19	8
19	81
19	9
19	82
19	60
19	71
19	83
19	51
19	74
19	85
19	41
19	96
19	42
19	64
19	43
19	32
19	98
19	87
19	10
2	70
2	71
2	50
2	95
2	51
2	52
2	74
2	97
2	31
2	3
2	5
2	6
2	7
2	8
2	81
2	82
2	60
2	61
2	62
2	40
2	63
2	41
2	20
2	86
2	65
20	75
20	86
20	42
20	64
20	53
20	87
20	32
20	98
20	76
20	54
20	21
20	10
21	65
21	98
21	87
21	32
21	43
22	66
22	45
22	23
22	89
22	25
22	48
22	26
22	27
22	49
22	28
22	29
22	70
22	50
22	73
22	95
22	96
22	74
22	31
22	76
22	98
22	33
22	99
22	34
22	56
22	13
22	57
22	14
22	36
22	15
22	37
22	38
22	18
22	2
22	3
22	61
22	84
22	62
22	85
22	42
22	87
22	65
22	21
23	45
23	89
23	46
23	49
23	91
23	93
23	94
23	50
23	95
23	52
23	96
23	97
23	53
23	10
23	98
23	54
23	55
23	99
23	56
23	13
23	57
23	58
23	17
23	18
23	19
23	1
23	2
23	3
23	4
23	5
23	6
23	7
23	9
23	60
23	61
23	21
23	65
23	67
23	24
23	68
23	25
23	69
23	26
23	27
23	28
23	29
23	70
23	71
23	72
23	73
23	74
23	30
23	75
23	31
23	32
23	76
23	34
23	79
23	36
23	37
23	38
23	81
23	83
23	84
23	85
23	42
23	87
23	43
24	68
24	46
24	69
24	47
24	49
24	28
24	29
24	90
24	70
24	71
24	50
24	51
24	73
24	30
24	96
24	52
24	74
24	97
24	31
24	54
24	76
24	55
24	77
24	35
24	14
24	36
24	59
24	15
24	16
24	39
24	19
24	1
24	3
24	5
24	8
24	83
24	40
24	62
24	63
24	86
24	20
24	64
24	42
24	21
24	87
25	48
25	49
25	91
25	94
25	51
25	52
25	96
25	97
25	53
25	99
25	56
25	12
25	14
25	58
25	15
25	18
25	19
25	2
25	3
25	4
25	5
25	7
25	8
25	9
25	60
25	62
25	64
25	21
25	65
25	69
25	26
25	27
25	28
25	29
25	70
25	71
25	72
25	30
25	75
25	76
25	33
25	77
25	79
25	36
25	37
25	80
25	81
25	82
25	83
25	40
25	84
25	85
25	41
25	42
26	48
26	91
26	93
26	50
26	95
26	52
26	97
26	54
26	98
26	10
26	12
26	56
26	59
26	16
26	17
26	18
26	2
26	3
26	4
26	6
26	9
26	60
26	61
26	62
26	20
26	65
26	21
26	27
26	28
26	70
26	71
26	74
26	30
26	31
26	75
26	76
26	33
26	77
26	78
26	79
26	36
26	37
26	39
26	81
26	82
26	40
26	41
26	85
26	86
26	42
26	43
26	87
27	49
27	29
27	90
27	91
27	70
27	92
27	71
27	72
27	94
27	95
27	30
27	74
27	96
27	75
27	97
27	98
27	76
27	99
27	13
27	14
27	59
27	16
27	17
27	39
27	18
27	19
27	100
27	2
27	3
27	4
27	5
27	8
27	80
27	9
27	82
27	83
27	61
27	84
27	40
27	62
27	63
27	86
27	42
27	64
27	20
27	21
27	43
28	45
28	46
28	90
28	91
28	92
28	51
28	52
28	97
28	53
28	10
28	54
28	98
28	55
28	99
28	57
28	13
28	15
28	17
28	18
28	1
28	2
28	3
28	4
28	5
28	6
28	7
28	8
28	9
28	60
28	61
28	62
28	63
28	64
28	20
28	21
28	65
28	29
28	71
28	72
28	73
28	74
28	30
28	31
28	76
28	33
28	77
28	37
28	100
28	81
28	83
28	84
28	40
28	41
28	86
28	42
28	43
28	87
29	91
29	70
29	92
29	72
29	95
29	51
29	52
29	74
29	96
29	30
29	53
29	75
29	76
29	77
29	55
29	12
29	56
29	79
29	13
29	36
29	58
29	15
29	1
29	3
29	4
29	6
29	7
29	8
29	80
29	60
29	83
29	61
29	84
29	62
29	40
29	41
29	85
29	42
29	20
29	64
29	86
29	65
3	92
3	71
3	72
3	73
3	95
3	52
3	96
3	74
3	30
3	53
3	97
3	98
3	54
3	10
3	4
3	5
3	6
3	8
3	81
3	9
3	60
3	83
3	61
3	40
3	62
3	85
3	41
3	42
3	64
3	20
3	86
3	43
30	96
30	74
30	75
30	97
30	32
30	10
30	54
30	76
30	78
30	34
30	58
30	59
30	37
30	38
30	19
30	1
30	6
30	9
30	61
30	63
30	85
30	20
30	42
30	87
30	43
30	21
31	33
31	77
31	99
31	18
31	19
31	1
31	3
31	5
31	7
31	41
31	42
31	64
31	20
31	76
31	32
31	21
32	100
32	2
32	79
32	82
32	83
32	85
32	64
32	86
32	54
32	98
32	43
33	66
33	45
33	27
33	91
33	94
33	73
33	95
33	97
33	10
33	55
33	77
33	99
33	34
33	12
33	56
33	13
33	79
33	57
33	58
33	59
33	15
33	37
33	17
33	18
33	19
33	1
33	100
33	2
33	6
33	9
33	81
33	83
33	61
33	85
33	20
33	64
33	86
33	43
33	87
34	89
34	45
34	47
34	48
34	49
34	91
34	92
34	93
34	95
34	52
34	97
34	98
34	10
34	56
34	13
34	14
34	58
34	59
34	16
34	17
34	18
34	19
34	1
34	3
34	5
34	9
34	60
34	20
34	67
34	24
34	68
34	25
34	27
34	70
34	72
34	73
34	74
34	30
34	75
34	31
34	76
34	32
34	78
34	35
34	37
34	39
34	100
34	80
34	81
34	82
34	40
34	41
34	85
34	42
35	47
35	25
35	69
35	26
35	90
35	92
35	71
35	94
35	95
35	51
35	73
35	52
35	75
35	31
35	32
35	76
35	10
35	57
35	79
35	36
35	14
35	58
35	37
35	59
35	16
35	18
35	1
35	100
35	2
35	3
35	4
35	8
35	80
35	81
35	83
35	40
35	62
35	41
35	63
35	64
35	42
35	43
35	65
35	87
36	47
36	69
36	48
36	49
36	90
36	70
36	92
36	71
36	72
36	73
36	95
36	74
36	37
36	15
36	38
36	18
36	19
36	100
36	2
36	4
36	5
36	7
36	80
36	81
36	82
36	62
36	40
36	63
36	64
36	42
36	65
36	21
36	87
37	27
37	28
37	70
37	72
37	50
37	95
37	73
37	52
37	74
37	96
37	53
37	97
37	76
37	59
37	16
37	39
37	18
37	19
37	1
37	100
37	3
37	7
37	80
37	8
37	82
37	84
37	40
37	63
37	41
37	20
37	42
37	86
37	43
38	28
38	90
38	91
38	92
38	93
38	71
38	50
38	72
38	51
38	73
38	52
38	30
38	75
38	97
38	53
38	76
38	98
38	54
38	39
38	17
38	19
38	1
38	100
38	2
38	5
38	7
38	81
38	60
38	61
38	40
38	84
38	62
38	41
38	85
38	20
38	86
38	21
38	43
38	87
38	65
39	91
39	50
39	72
39	94
39	95
39	74
39	52
39	96
39	97
39	53
39	76
39	98
39	32
39	19
39	100
39	1
39	2
39	3
39	41
39	86
39	20
39	64
39	42
39	43
39	21
4	45
4	46
4	90
4	70
4	92
4	52
4	74
4	53
4	97
4	10
4	32
4	54
4	76
4	18
4	5
4	7
4	80
4	9
4	81
4	60
4	62
4	41
4	85
4	86
4	64
4	42
4	20
4	87
4	43
40	73
40	62
40	84
40	95
40	74
40	41
40	52
40	42
40	75
40	20
40	31
40	86
40	53
40	21
40	87
40	76
40	43
40	10
41	74
41	97
41	86
41	64
41	20
41	42
41	21
41	76
41	98
41	32
41	87
42	86
42	97
42	64
42	10
42	21
42	65
42	76
42	43
42	87
42	98
43	87
44	66
44	89
44	67
44	23
44	24
44	46
44	69
44	47
44	49
44	28
44	29
44	90
44	91
44	72
44	95
44	73
44	96
44	97
44	75
44	54
44	76
44	33
44	34
44	56
44	13
44	57
44	35
44	58
44	14
44	39
44	19
44	1
44	100
44	2
44	3
44	5
44	6
44	7
44	8
44	80
44	60
44	82
44	85
44	20
45	46
45	47
45	48
45	94
45	50
45	95
45	52
45	96
45	54
45	10
45	56
45	58
45	14
45	59
45	15
45	16
45	17
45	18
45	1
45	2
45	4
45	5
45	60
45	61
45	62
45	63
45	20
45	21
45	24
45	69
45	25
45	26
45	29
45	71
45	73
45	74
45	75
45	76
45	32
45	33
45	35
45	38
45	39
45	83
45	40
45	41
45	42
45	86
45	87
46	68
46	25
46	26
46	49
46	27
46	90
46	91
46	92
46	93
46	71
46	72
46	51
46	74
46	52
46	96
46	30
46	75
46	10
46	98
46	54
46	33
46	34
46	56
46	13
46	58
46	36
46	14
46	37
46	59
46	16
46	17
46	39
46	19
46	1
46	100
46	4
46	7
46	60
46	40
46	41
46	63
46	64
46	86
46	42
46	43
46	21
46	87
47	49
47	90
47	92
47	93
47	50
47	94
47	95
47	51
47	52
47	97
47	54
47	55
47	99
47	12
47	57
47	58
47	59
47	16
47	1
47	3
47	4
47	6
47	8
47	60
47	61
47	62
47	63
47	64
47	20
47	26
47	28
47	29
47	70
47	71
47	72
47	73
47	74
47	76
47	77
47	78
47	35
47	36
47	37
47	39
47	100
47	80
47	82
47	83
47	40
47	42
47	86
47	43
47	87
48	49
48	28
48	91
48	70
48	71
48	93
48	94
48	50
48	51
48	96
48	31
48	75
48	53
48	54
48	76
48	10
48	56
48	12
48	34
48	13
48	79
48	36
48	14
48	37
48	17
48	18
48	19
48	1
48	5
48	7
48	81
48	60
48	61
48	40
48	41
48	63
48	20
48	64
48	86
48	43
48	21
48	65
48	87
49	28
49	90
49	91
49	71
49	50
49	94
49	52
49	74
49	31
49	75
49	97
49	53
49	76
49	10
49	56
49	34
49	58
49	19
49	1
49	100
49	2
49	3
49	5
49	6
49	7
49	8
49	82
49	83
49	62
49	84
49	85
49	20
49	64
49	43
49	21
49	87
49	65
5	90
5	8
5	70
5	9
5	92
5	60
5	72
5	95
5	62
5	73
5	41
5	96
5	52
5	74
5	85
5	64
5	20
5	42
5	75
5	43
5	87
5	21
5	10
50	94
50	73
50	96
50	74
50	30
50	53
50	97
50	32
50	76
50	10
50	78
50	38
50	17
50	19
50	82
50	83
50	62
50	84
50	40
50	41
50	42
50	86
50	20
50	65
50	87
50	43
50	21
51	99
51	35
51	36
51	14
51	58
51	5
51	60
51	40
51	73
51	96
51	74
51	63
51	30
51	97
51	64
51	31
51	53
51	54
51	21
51	87
51	98
51	10
51	43
52	74
52	97
52	53
52	31
52	10
52	32
52	98
52	76
52	33
52	77
52	34
52	78
52	79
52	59
52	39
52	19
52	5
52	6
52	9
52	60
52	82
52	83
52	61
52	40
52	85
52	41
52	20
52	86
52	43
52	21
53	55
53	11
53	78
53	34
53	79
53	35
53	57
53	14
53	17
53	39
53	80
53	9
53	81
53	61
53	40
53	64
53	20
53	75
53	43
53	65
53	10
54	99
54	78
54	79
54	13
54	35
54	36
54	15
54	17
54	4
54	81
54	60
54	61
54	41
54	64
54	86
54	76
54	98
55	66
55	88
55	23
55	89
55	24
55	47
55	26
55	48
55	70
55	71
55	50
55	95
55	52
55	96
55	53
55	98
55	32
55	77
55	99
55	78
55	34
55	56
55	12
55	35
55	79
55	58
55	15
55	37
55	17
55	39
55	18
55	1
55	2
55	5
55	8
55	81
55	60
55	82
55	61
55	83
55	62
55	84
55	40
55	64
55	86
55	43
55	21
56	46
56	24
56	69
56	47
56	26
56	29
56	90
56	91
56	72
56	73
56	95
56	30
56	74
56	96
56	53
56	31
56	97
56	10
56	76
56	32
56	54
56	13
56	57
56	35
56	59
56	15
56	39
56	18
56	19
56	1
56	3
56	5
56	8
56	81
56	60
56	82
56	61
56	84
56	41
56	63
56	85
56	42
56	20
56	21
56	87
57	69
57	26
57	48
57	27
57	28
57	70
57	72
57	95
57	96
57	30
57	75
57	97
57	53
57	31
57	54
57	98
57	76
57	79
57	14
57	58
57	36
57	15
57	37
57	59
57	100
57	2
57	3
57	4
57	6
57	7
57	8
57	81
57	9
57	60
57	83
57	61
57	40
57	62
57	63
57	86
57	64
57	42
57	65
57	43
58	69
58	49
58	90
58	91
58	70
58	93
58	94
58	50
58	74
58	52
58	96
58	31
58	53
58	75
58	97
58	98
