1	l_6
1	l_30
1	l_96
1	l_86
1	l_7
1	l_48
1	l_59
1	l_23
1	l_67
1	l_89
1	l_9
1	l_68
1	l_18
1	l_49
1	l_28
1	l_39
1	l_91
1	l_50
1	l_40
1	l_84
1	l_71
1	l_82
1	l_93
10	l_10
10	l_66
10	l_85
10	l_97
10	l_8
10	l_36
10	l_68
10	l_18
10	l_16
10	l_17
10	l_28
10	l_73
10	l_84
10	l_92
10	l_93
100	l_21
100	l_43
100	l_22
100	l_52
100	l_86
100	l_100
100	l_15
100	l_67
100	l_79
100	l_19
100	l_39
100	l_91
100	l_83
11	l_21
11	l_3
11	l_11
11	l_77
11	l_52
11	l_96
11	l_53
11	l_64
11	l_86
11	l_26
11	l_12
11	l_24
11	l_35
11	l_19
11	l_27
11	l_38
11	l_80
11	l_83
11	l_84
11	l_70
11	l_92
12	l_21
12	l_98
12	l_33
12	l_44
12	l_52
12	l_74
12	l_85
12	l_42
12	l_75
12	l_47
12	l_89
12	l_35
12	l_46
12	l_68
12	l_49
12	l_91
12	l_50
12	l_72
12	l_40
12	l_73
12	l_60
13	l_10
13	l_76
13	l_87
13	l_55
13	l_77
13	l_52
13	l_31
13	l_64
13	l_8
13	l_12
13	l_45
13	l_56
13	l_89
13	l_35
13	l_29
13	l_17
13	l_50
13	l_51
13	l_62
13	l_70
14	l_21
14	l_65
14	l_88
14	l_42
14	l_64
14	l_100
14	l_67
14	l_27
14	l_80
14	l_84
14	l_1
14	l_60
14	l_30
14	l_36
14	l_58
14	l_37
14	l_59
14	l_57
14	l_79
14	l_38
14	l_17
14	l_90
14	l_72
14	l_94
14	l_73
15	l_54
15	l_87
15	l_98
15	l_32
15	l_21
15	l_3
15	l_41
15	l_52
15	l_85
15	l_5
15	l_42
15	l_64
15	l_36
15	l_37
15	l_56
15	l_78
15	l_18
15	l_16
15	l_39
15	l_50
15	l_95
15	l_1
16	l_43
16	l_65
16	l_33
16	l_6
16	l_7
16	l_15
16	l_26
16	l_48
16	l_45
16	l_67
16	l_9
16	l_49
16	l_39
16	l_72
16	l_51
16	l_62
16	l_84
16	l_2
16	l_70
17	l_4
17	l_32
17	l_65
17	l_87
17	l_3
17	l_6
17	l_41
17	l_96
17	l_42
17	l_64
17	l_8
17	l_14
17	l_48
17	l_59
17	l_13
17	l_68
17	l_19
17	l_16
17	l_28
17	l_90
17	l_95
17	l_71
18	l_21
18	l_22
18	l_44
18	l_66
18	l_85
18	l_25
18	l_69
18	l_89
18	l_24
18	l_29
18	l_61
18	l_40
18	l_84
18	l_1
18	l_82
18	l_54
18	l_32
18	l_77
18	l_52
18	l_97
18	l_5
18	l_36
18	l_37
18	l_56
18	l_13
18	l_16
18	l_39
18	l_94
18	l_50
19	l_21
19	l_65
19	l_98
19	l_77
19	l_30
19	l_63
19	l_96
19	l_5
19	l_58
19	l_15
19	l_26
19	l_59
19	l_13
19	l_35
19	l_27
19	l_80
19	l_50
19	l_51
19	l_70
19	l_1
19	l_60
19	l_93
2	l_4
2	l_10
2	l_65
2	l_6
2	l_74
2	l_85
2	l_42
2	l_75
2	l_24
2	l_46
2	l_68
2	l_16
2	l_91
2	l_83
2	l_2
2	l_1
2	l_71
20	l_20
20	l_48
20	l_23
20	l_89
20	l_46
20	l_49
20	l_80
20	l_1
20	l_60
20	l_82
20	l_4
20	l_54
20	l_55
20	l_30
20	l_52
20	l_96
20	l_53
20	l_36
20	l_37
20	l_56
20	l_78
20	l_13
20	l_18
20	l_19
20	l_38
20	l_90
20	l_94
20	l_73
20	l_70
20	l_92
20	l_93
21	l_54
21	l_88
21	l_99
21	l_52
21	l_74
21	l_96
21	l_20
21	l_42
21	l_75
21	l_100
21	l_47
21	l_69
21	l_12
21	l_56
21	l_67
21	l_78
21	l_89
21	l_46
21	l_18
21	l_94
21	l_84
21	l_60
21	l_71
22	l_33
22	l_99
22	l_30
22	l_96
22	l_5
22	l_86
22	l_47
22	l_34
22	l_56
22	l_67
22	l_46
22	l_16
22	l_17
22	l_28
22	l_50
22	l_81
23	l_65
23	l_44
23	l_66
23	l_88
23	l_63
23	l_23
23	l_45
23	l_67
23	l_89
23	l_24
23	l_46
23	l_29
23	l_27
23	l_49
23	l_81
23	l_82
23	l_32
23	l_55
23	l_99
23	l_6
23	l_30
23	l_5
23	l_31
23	l_79
23	l_17
23	l_39
23	l_90
23	l_72
23	l_95
24	l_87
24	l_22
24	l_55
24	l_6
24	l_63
24	l_96
24	l_20
24	l_42
24	l_100
24	l_69
24	l_45
24	l_24
24	l_68
24	l_79
24	l_18
24	l_17
24	l_91
24	l_61
24	l_51
24	l_2
25	l_43
25	l_65
25	l_44
25	l_63
25	l_85
25	l_20
25	l_31
25	l_100
25	l_14
25	l_25
25	l_36
25	l_7
25	l_12
25	l_13
25	l_24
25	l_46
25	l_49
25	l_90
25	l_91
25	l_50
25	l_61
25	l_1
26	l_44
26	l_63
26	l_20
26	l_69
26	l_67
26	l_24
26	l_80
26	l_84
26	l_81
26	l_4
26	l_55
26	l_6
26	l_52
26	l_75
26	l_8
26	l_14
26	l_59
26	l_12
26	l_56
26	l_78
26	l_9
26	l_38
26	l_39
26	l_90
26	l_50
26	l_73
27	l_21
27	l_65
27	l_41
27	l_63
27	l_85
27	l_42
27	l_64
27	l_86
27	l_25
27	l_48
27	l_67
27	l_46
27	l_27
27	l_80
27	l_83
27	l_81
27	l_11
27	l_99
27	l_6
27	l_53
27	l_14
27	l_36
27	l_58
27	l_15
27	l_79
27	l_18
27	l_19
27	l_50
27	l_71
28	l_87
28	l_21
28	l_22
28	l_44
28	l_85
28	l_20
28	l_100
28	l_89
28	l_68
28	l_29
28	l_49
28	l_1
28	l_60
28	l_54
28	l_32
28	l_11
28	l_99
28	l_74
28	l_52
28	l_31
28	l_5
28	l_36
28	l_7
28	l_37
28	l_12
28	l_16
28	l_39
28	l_50
29	l_10
29	l_43
29	l_87
29	l_22
29	l_66
29	l_5
29	l_31
29	l_53
29	l_64
29	l_75
29	l_47
29	l_7
29	l_15
29	l_45
29	l_89
29	l_46
29	l_29
29	l_49
29	l_82
3	l_54
3	l_98
3	l_33
3	l_44
3	l_55
3	l_6
3	l_41
3	l_52
3	l_5
3	l_8
3	l_25
3	l_36
3	l_56
3	l_35
3	l_57
3	l_18
3	l_27
3	l_38
3	l_80
3	l_91
3	l_81
30	l_3
30	l_22
30	l_99
30	l_85
30	l_5
30	l_20
30	l_42
30	l_53
30	l_75
30	l_7
30	l_37
30	l_45
30	l_78
30	l_18
30	l_90
30	l_91
30	l_50
30	l_94
30	l_81
30	l_82
31	l_4
31	l_55
31	l_96
31	l_5
31	l_31
31	l_42
31	l_53
31	l_64
31	l_97
31	l_69
31	l_48
31	l_79
31	l_16
31	l_39
32	l_63
32	l_96
32	l_100
32	l_26
32	l_48
32	l_78
32	l_13
32	l_24
32	l_35
32	l_46
32	l_18
32	l_19
32	l_94
32	l_92
32	l_82
33	l_44
33	l_30
33	l_5
33	l_97
33	l_14
33	l_7
33	l_48
33	l_12
33	l_23
33	l_67
33	l_18
33	l_27
33	l_49
33	l_39
33	l_50
33	l_70
33	l_92
33	l_1
33	l_82
34	l_21
34	l_65
34	l_22
34	l_66
34	l_63
34	l_47
34	l_26
34	l_23
34	l_89
34	l_28
34	l_84
34	l_81
34	l_82
34	l_32
34	l_98
34	l_3
34	l_11
34	l_5
34	l_97
34	l_59
34	l_12
34	l_35
34	l_79
34	l_38
34	l_17
34	l_73
34	l_95
34	l_70
34	l_71
35	l_11
35	l_77
35	l_41
35	l_97
35	l_100
35	l_14
35	l_25
35	l_36
35	l_7
35	l_48
35	l_78
35	l_9
35	l_13
35	l_79
35	l_90
35	l_91
35	l_83
35	l_70
35	l_93
36	l_65
36	l_76
36	l_22
36	l_77
36	l_88
36	l_30
36	l_63
36	l_74
36	l_64
36	l_100
36	l_46
36	l_50
36	l_70
37	l_21
37	l_65
37	l_76
37	l_74
37	l_42
37	l_97
37	l_9
37	l_13
37	l_57
37	l_79
37	l_29
37	l_27
37	l_38
37	l_50
37	l_83
37	l_70
37	l_81
37	l_1
37	l_71
38	l_10
38	l_76
38	l_63
38	l_74
38	l_20
38	l_42
38	l_64
38	l_75
38	l_86
38	l_8
38	l_14
38	l_58
38	l_37
38	l_48
38	l_57
38	l_79
38	l_18
38	l_61
38	l_94
38	l_40
38	l_62
38	l_95
38	l_82
39	l_21
39	l_32
39	l_63
39	l_96
39	l_53
39	l_86
39	l_69
39	l_15
39	l_35
39	l_18
39	l_29
39	l_16
39	l_38
39	l_17
39	l_50
39	l_61
39	l_62
39	l_2
39	l_92
39	l_60
4	l_43
4	l_21
4	l_44
4	l_41
4	l_85
4	l_100
4	l_67
4	l_49
4	l_2
4	l_1
4	l_10
4	l_32
4	l_54
4	l_3
4	l_30
4	l_52
4	l_97
4	l_5
4	l_36
4	l_58
4	l_15
4	l_37
4	l_78
4	l_9
4	l_35
4	l_16
4	l_50
4	l_73
4	l_95
40	l_65
40	l_44
40	l_88
40	l_41
40	l_100
40	l_89
40	l_24
40	l_68
40	l_29
40	l_27
40	l_28
40	l_40
40	l_84
40	l_4
40	l_32
40	l_54
40	l_33
40	l_6
40	l_52
40	l_74
40	l_7
40	l_15
40	l_13
40	l_17
40	l_39
40	l_72
41	l_32
41	l_87
41	l_75
41	l_100
41	l_58
41	l_37
41	l_48
41	l_89
41	l_9
41	l_35
41	l_46
41	l_29
41	l_19
41	l_16
41	l_38
41	l_49
41	l_28
41	l_39
41	l_72
41	l_83
41	l_40
41	l_70
41	l_82
42	l_21
42	l_66
42	l_88
42	l_41
42	l_20
42	l_86
42	l_47
42	l_45
42	l_67
42	l_24
42	l_27
42	l_83
42	l_81
42	l_60
42	l_54
42	l_98
42	l_99
42	l_5
42	l_53
42	l_58
42	l_15
42	l_9
42	l_13
42	l_18
42	l_16
42	l_38
42	l_39
42	l_91
42	l_71
42	l_93
43	l_43
43	l_77
43	l_99
43	l_6
43	l_5
43	l_97
43	l_37
43	l_59
43	l_13
43	l_29
43	l_39
43	l_50
43	l_94
43	l_51
43	l_62
43	l_73
43	l_84
43	l_1
44	l_65
44	l_22
44	l_88
44	l_58
44	l_15
44	l_12
44	l_68
44	l_18
44	l_17
44	l_91
44	l_61
44	l_51
44	l_81
44	l_82
44	l_93
45	l_21
45	l_43
45	l_65
45	l_44
45	l_66
45	l_85
45	l_100
45	l_69
45	l_48
45	l_23
45	l_80
45	l_61
45	l_84
45	l_1
45	l_54
45	l_32
45	l_96
45	l_52
45	l_75
45	l_5
45	l_7
45	l_37
45	l_18
45	l_19
45	l_16
45	l_50
45	l_92
46	l_21
46	l_88
46	l_41
46	l_63
46	l_85
46	l_86
46	l_45
46	l_29
46	l_28
46	l_40
46	l_82
46	l_1
46	l_10
46	l_76
46	l_54
46	l_32
46	l_52
46	l_5
46	l_37
46	l_56
46	l_9
46	l_79
46	l_16
46	l_91
46	l_50
47	l_43
47	l_54
47	l_87
47	l_22
47	l_77
47	l_63
47	l_85
47	l_75
47	l_100
47	l_47
47	l_15
47	l_12
47	l_23
47	l_45
47	l_78
47	l_13
47	l_57
47	l_17
47	l_28
47	l_50
47	l_62
47	l_84
47	l_60
47	l_71
48	l_65
48	l_33
48	l_30
48	l_85
48	l_96
48	l_31
48	l_64
48	l_59
48	l_23
48	l_56
48	l_89
48	l_46
48	l_90
48	l_50
