/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/fastClique.dat
Datum:	Omega:0.000632833
Datum:	L2norm:6704.85
NMI<Max>:	0.0385855
Other measures:
  lfkNMI:	0.34472
  NMI<Sum>:	0.0724258
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/clusters-network.dat_copra.dat
Datum:	Omega:0.674849
Datum:	L2norm:551.401
NMI<Max>:	0.62545
Other measures:
  lfkNMI:	0.482908
  NMI<Sum>:	0.696095
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/gce.dat
Datum:	Omega:0.620613
Datum:	L2norm:578.898
NMI<Max>:	0.61
Other measures:
  lfkNMI:	0.731938
  NMI<Sum>:	0.705224
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/linkpartitioning.dat
Datum:	Omega:0.550587
Datum:	L2norm:887.504
NMI<Max>:	0.117809
Other measures:
  lfkNMI:	0.315326
  NMI<Sum>:	0.202005
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/demon.dat
Datum:	Omega:0.0344563
Datum:	L2norm:4314.15
NMI<Max>:	0.181986
Other measures:
  lfkNMI:	0.43263
  NMI<Sum>:	0.248323
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.15_v3_T100.icpm
Datum:	Omega:0.680563
Datum:	L2norm:557.173
NMI<Max>:	0.620065
Other measures:
  lfkNMI:	0.7193
  NMI<Sum>:	0.70559
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.35_v3_T100.icpm
Datum:	Omega:0.662023
Datum:	L2norm:568.118
NMI<Max>:	0.602529
Other measures:
  lfkNMI:	0.709015
  NMI<Sum>:	0.691108
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.2_v3_T100.icpm
Datum:	Omega:0.672115
Datum:	L2norm:562.415
NMI<Max>:	0.613572
Other measures:
  lfkNMI:	0.71583
  NMI<Sum>:	0.70062
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.3_v3_T100.icpm
Datum:	Omega:0.664927
Datum:	L2norm:566.617
NMI<Max>:	0.607493
Other measures:
  lfkNMI:	0.712167
  NMI<Sum>:	0.695887
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.45_v3_T100.icpm
Datum:	Omega:0.659196
Datum:	L2norm:569.788
NMI<Max>:	0.600323
Other measures:
  lfkNMI:	0.707714
  NMI<Sum>:	0.68937
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.1_v3_T100.icpm
Datum:	Omega:0.695497
Datum:	L2norm:547.918
NMI<Max>:	0.632181
Other measures:
  lfkNMI:	0.726594
  NMI<Sum>:	0.714556
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.25_v3_T100.icpm
Datum:	Omega:0.668008
Datum:	L2norm:564.797
NMI<Max>:	0.610181
Other measures:
  lfkNMI:	0.713801
  NMI<Sum>:	0.697971
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.5_v3_T100.icpm
Datum:	Omega:0.65853
Datum:	L2norm:570.177
NMI<Max>:	0.599901
Other measures:
  lfkNMI:	0.707491
  NMI<Sum>:	0.689023
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.05_v3_T100.icpm
Datum:	Omega:0.72206
Datum:	L2norm:531.574
NMI<Max>:	0.6552
Other measures:
  lfkNMI:	0.738876
  NMI<Sum>:	0.730472
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.01_v3_T100.icpm
Datum:	Omega:0.751899
Datum:	L2norm:518.569
NMI<Max>:	0.694178
Other measures:
  lfkNMI:	0.730564
  NMI<Sum>:	0.745404
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._5._minc._20._maxc._150/SLPAw_network_run1_r0.4_v3_T100.icpm
Datum:	Omega:0.660429
Datum:	L2norm:569.05
NMI<Max>:	0.601264
Other measures:
  lfkNMI:	0.708245
  NMI<Sum>:	0.690115
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/fastClique.dat
Datum:	Omega:-0.00553277
Datum:	L2norm:6706.46
NMI<Max>:	0.0215863
Other measures:
  lfkNMI:	0.199843
  NMI<Sum>:	0.0415384
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/clusters-network.dat_copra.dat
Datum:	Omega:0.44664
Datum:	L2norm:922.52
NMI<Max>:	0.442611
Other measures:
  lfkNMI:	0.469148
  NMI<Sum>:	0.479602
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/gce.dat
Datum:	Omega:0.449794
Datum:	L2norm:751.274
NMI<Max>:	0.429912
Other measures:
  lfkNMI:	0.557988
  NMI<Sum>:	0.53179
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/linkpartitioning.dat
Datum:	Omega:0.428702
Datum:	L2norm:1074.88
NMI<Max>:	0.0892922
Other measures:
  lfkNMI:	0.244896
  NMI<Sum>:	0.153077
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/demon.dat
Datum:	Omega:0.0334996
Datum:	L2norm:4299.87
NMI<Max>:	0.136255
Other measures:
  lfkNMI:	0.313289
  NMI<Sum>:	0.183854
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/SLPAw_network_run1_r0.15_v3_T100.icpm
Datum:	Omega:0.528836
Datum:	L2norm:717.818
NMI<Max>:	0.483179
Other measures:
  lfkNMI:	0.613146
  NMI<Sum>:	0.587673
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/SLPAw_network_run1_r0.35_v3_T100.icpm
Datum:	Omega:0.514005
Datum:	L2norm:723.947
NMI<Max>:	0.477144
Other measures:
  lfkNMI:	0.611804
  NMI<Sum>:	0.584164
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/SLPAw_network_run1_r0.2_v3_T100.icpm
Datum:	Omega:0.522399
Datum:	L2norm:720.616
NMI<Max>:	0.481901
Other measures:
  lfkNMI:	0.613455
  NMI<Sum>:	0.587671
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/SLPAw_network_run1_r0.3_v3_T100.icpm
Datum:	Omega:0.515986
Datum:	L2norm:723.098
NMI<Max>:	0.477822
Other measures:
  lfkNMI:	0.612164
  NMI<Sum>:	0.584835
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/SLPAw_network_run1_r0.45_v3_T100.icpm
Datum:	Omega:0.510157
Datum:	L2norm:725.563
NMI<Max>:	0.473774
Other measures:
  lfkNMI:	0.607138
  NMI<Sum>:	0.581181
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/SLPAw_network_run1_r0.1_v3_T100.icpm
Datum:	Omega:0.538011
Datum:	L2norm:713.936
NMI<Max>:	0.488088
Other measures:
  lfkNMI:	0.614923
  NMI<Sum>:	0.591491
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/SLPAw_network_run1_r0.25_v3_T100.icpm
Datum:	Omega:0.518854
Datum:	L2norm:722.056
NMI<Max>:	0.47929
Other measures:
  lfkNMI:	0.612647
  NMI<Sum>:	0.585939
/home/jung/benchmarkDataSet/AI-1/[AI-1-3]N_10000._degree._20._maxdegree._200._mu._0.1._on._1000._om._8._minc._20._maxc._150/SLPAw_network_run1_r0.5_v3_T100.icpm
Datum:	Omega:0.509969
